Issue ID,Request,labels
IPC102087,The style of secondary buttons [559] doesn’t respect the established grid system.,0
IPC102088,The spacing around section titles [659] feels generic and unmemorable.,0
IPC102089,Please change wording in the main navigation labels — SEO team suggested including 'digital strategy'.,1
IPC10209,The image usage on About page makes the page feel too dense.,0
IPC102090,The logo size undermines trust due to visual inconsistency.,0
IPC102091,Please align better with our brand voice in the Testimonials section intro — use simpler language for broader understanding.,2
IPC102092,Please rewrite for clarity the newsletter signup copy — it currently duplicates info from another section.,0
IPC102093,"We'd like to change the hover color of service cards, as we think it now fits better with our narrative.",2
IPC102094,The icons in the Features section leads to visual fatigue.,0
IPC102095,The contrast levels in the hero section [320] needs more breathing room.,1
IPC102096,The presentation of numbers/statistics [800] needs more breathing room.,1
IPC102097,We want to allow PDF download of every page on the site. (ref 7801),1
IPC102098,The dropdown menu in the navbar shows incorrect content on reload.,0
IPC102099,"We'd like to change the font used in the main navigation, as requested by new leadership.",1
IPC10301,"We'd like to change the structure of the Resources section, because the flow now feels disjointed.",1
IPC103010,Please highlight user value in the Services overview paragraph — SEO team suggested including 'digital strategy'.,2
IPC1030100,"Please add a custom form builder, to increase session time.",1
IPC103011,The typographic treatment of headers [966] is not accessible for users with visual impairments.,0
IPC103012,Please update to reflect our new tone the homepage hero title — use simpler language for broader understanding.,1
IPC103013,"Please add a comparison table between product tiers, to support the new content strategy.",1
IPC103014,Please optimize for SEO the footer legal copy — consider phrasing that implies urgency.,1
IPC103015,The cookie consent modal causes memory leak warnings.,0
IPC103016,Please update to reflect our new tone the CTA button label — align this with what we say in the sales deck.,1
IPC103017,"We'd like to change the animation on page scroll, although we approved this layout before.",1
IPC103018,Please update to reflect our new tone the CTA button label — let's test a variation with a stronger call-to-action.,1
IPC103019,Please replace jargon in the value proposition in the banner — align this with what we say in the sales deck.,1
IPC10302,Please make shorter for mobile the footer legal copy — SEO team suggested including 'digital strategy'.,1
IPC103020,The typography scale [45] doesn't clearly highlight key messages.,0
IPC103021,Please change wording in the newsletter signup copy — it should mention our core differentiator earlier.,1
IPC103022,"We'd like to change the download link style in resource hub, to accommodate new messaging.",1
IPC103023,"Please revise the CTA button label — let's remove the term 'innovative', it's overused.",0
IPC103024,The structure of content in modals doesn't align with our brand guidelines.,0
IPC103025,"We'd like to change the label of the primary CTA, because the flow now feels disjointed.",1
IPC103026,Please update to reflect our new tone the homepage hero title — aim for clarity over cleverness.,1
IPC103027,"We'd like to change the layout of the Services page, as we think it now fits better with our narrative.",2
IPC103028,Please align better with our brand voice in the newsletter signup copy — SEO team suggested including 'digital strategy'.,2
IPC103029,Please enhance the engagement of the newsletter signup copy — it should mention our core differentiator earlier.,2
IPC10303,The spacing around section titles makes the user journey feel fragmented.,0
IPC103030,The logo size [69] should use more consistent iconography.,1
IPC103031,"We'd like to change the form input label positioning, to reduce friction at key touchpoints.",1
IPC103032,"We'd like to change the order of the sections on the homepage, to reduce friction at key touchpoints.",1
IPC103033,Please replace jargon in the Services overview paragraph — let's test a variation with a stronger call-to-action.,1
IPC103034,The treatment of brand imagery [672] needs more breathing room.,1
IPC103035,The icons in the Features section fails to build enough trust.,0
IPC103036,"Please add a client testimonial video module, to simplify the user journey.",1
IPC103037,Please simplify the footer legal copy — it currently duplicates info from another section.,0
IPC103038,The accessibility of font choices [393] doesn't align with our brand guidelines.,0
IPC103039,The contrast levels in the hero section [347] creates cognitive overload.,0
IPC10304,"We'd like to change the CTA icon placement, to make it more intuitive for new users.",2
IPC103040,"Please add a page-level feedback option, following competitor benchmarking.",1
IPC103041,The structure of content in modals needs more breathing room.,1
IPC103042,"Please add a animated explainer about product flow, to streamline onboarding.",1
IPC103043,"Please add a interactive onboarding walkthrough, to align with product roadmap Q3.",2
IPC103044,The divider lines between sections lacks visual appeal.,0
IPC103045,"We'd like to change the background image on the hero banner, because our marketing direction has shifted slightly.",1
IPC103046,The layout of the blog cards [632] fails to build enough trust.,0
IPC103047,"Please simplify the SEO meta description — let's remove the term 'innovative', it's overused.",0
